text,complexity
ریبوزوم,2
چار دیواری اختیاری,2
اب ازاب تکون نمیخوره,2
اب زیر پوستش افتاده,2
آفتابه خرج لحیمه,2
از بی کفنی زنده ایم,2
از خرس موئی،غنیمته,2
اینوکه زایدی بزرگ کن,2
مرغشان کیش نمیشه گفت,2
پوست خرس نزده بفروشه,2
دست بی نمک ,2
پاکدامن,3
نیک اندیش,3
بیلشو پارو کرده,2
آفتابی شد,3
از آسمان افتاد,2
از پشت خنجر زدن,2
از خجالت آب شدن,3
مچ گرفتن ,2
آهو را گرگ خورده,2
دکتر قلب,1
همزن,1
سوزن,1
کارد,1
استکان,1
کیک پز,2
"تو بدم,بمیر و بدم",2
اشک تمساح,1
سگ نازی آباد,2
بز بیاری,2
سد سکندر باش,2
ستون پنجم,2
بز اخفش,2
کنگر خورد ولنگراندات,2
فولکس قورباغه ,2
فورد مو ستانگ,3
کابل usb,2
مجتبی میرزاجانپور,3
میلاد عبادی پور,3
شهرام محمودی,2
لام,2
آنتی بادی,2
آنتی ژن,2
شیردل,2
مصمم,3
نوار قلب,2
آکادمی,2
امیرکبیر,2
خود کرده را تدبیر نی,2
اوپتومتریست,2
اکوکاردیوگرافی,2
جان سخت,3
پر زور,2
جوهر,1
ماشین حساب,2
سرکه نقد به از حلوای,2
پنکه سقفی,2
راننده اتوبوس,1
چیلر,3
هر گردی گردونیست,2
پاره,1
هرکول,3
رحمان,1
طاهر,2
یک لنگه پا,2
طیبه,3
اعلا,3
دست در دست هم دهیم ,2
دعوایی,2
آشغال,1
کارودانش,3
فاعل,1
مفعول,1
فعل,1
فرمول,2
اتاق رایانه,3
نشیمن گاه,2
سر,1
تنبل نرو به سایه,2
ساکشن,2
آتش زیر خاکستر,3
لباس زیر,2
اکتیون,3
دیس,1
یه روز بخور نون وکره,2
ناهار نخوردمه,2
رزولوشن,3
وصف العشق نصف العیش,2
سیانور,2
هر گودی گودال نیست,2
آدم بی عمل,2
بتن چپ,2
سرخرگ,2
خط یک سوم,3
اسکیت,2
ست,1
وقت استراحت,2
بازیکن آزاد,3
ساعد,1
پنجه,1
توپ کاشتن,2
دستپاچه,2
دست به دامن,2
نوزده برادر بیست است,2
لی لی به لا لاگذاشتن,2
دست به دست,2
خوره,2
از در تا در,2
شیر تو شیر,2
کیسه,1
سیم سیار,2
گل مصنوعی,2
دمبل,1
بارفیکس,2
کرانچ,2
تب سنج,2
آموکسی‌سیلین,2
گوشی پزشکی,2
متکدی,3
کاربلد,3
ایول,2
مخلص,1
رخصت,1
دپرس,2
بادآورده را بادمیبرد,2
سردرد,1
خاک گل,2
کاستو بیار ماست بگیر,2
قدر نشناس,3
جوراب سوراخ,2
سرم قندی,2
واکسن hpv,2
دلاور,3
عجب کشکی ساییدم,2
چوب کاری نفرمایید,2
میخ به دامان خود زده,2
دودکش,1
درزگیر,2
آنژیوکت,2
بتادین,2
هنر نزد ایرانیان است,2
بی بند و بار,3
خوش گذرون,2
بی شیله و پیله,3
شیر زن,2
ماکروفر,1
رادیولوژیست,3
چهره نگار,3
پاتولوژی,2
هات داگ  پنیری,2
کباب تابه ای,2
درمانگاه,2
بطری,1
اسکیزوفرنی,2
رماتیسم قلبی,2
دود از کنده بلند میش,2
میانجی گری,3
مدرن,2
سجاده,1
سمپاش,2
درب ضد سرقت,2
یاغی,3
جنایتکار,3
فاسد,2
مفسد,2
خمار,1
پز عالی متعالی,2
صندوقچه جواهرات,3
نخ جراحی,2
وقت گل نی,3
چشم بسته غیب میگی؟,2
رو بالشتی,2
کوه به کو نمیرسه,2
اب از سرم گذشته ,2
بلندگو ,1
خربیار باقالی بار کن,2
مغز پسته,2
سگ زرد برادر شغاله,2
ماستمالی کردن,2
چرمی,2
حیوانی,2
موج دریا,2
خسیس,2
گل منگولی,3
دوز و کلک,3
درویش,3
مریض,2
درو تخته جوره,2
دریایی,2
 مقدس,1
مامان دوز,1
فوق العاده,3
شل و ول,2
تخمه هندوانه,2
بی ظرفیت,2
ارزن از مشتش نمیوفته,2
شمش طلا,2
زن نگو بلا بگو,2
متفورمین,2
پزشک قانونی,2
کمبریج,2
متخصص کلیه,2
نارسایی دریچه قلب,2
تحلیل عضلانی دوشن,2
سنتور,1
باتری کتابی,2
سوپرمن,1
روان نویس,1
آب هلو,2
کیک کاکائویی,2
چهار چرخ متحرک ,3
اغما,2
فلج خواب,2
پیش فعال,3
سالک,2
آبسه  ,2
گویچه قرمز,2
آتاکسی,2
آرتریت,2
آزبستوز,2
آکرومگالی,2
کیک توت فرنگی,2
هموفیلی,2
بری بری,2
پارا تورمون,2
پارزی,2
سوماتوتوپ,2
پتوز,2
تیروکسین,2
درماتیت,2
ماهیچه ی دلتایی,2
شتر دیدی،ندیدی,2
اول پیاله بعد مستی,2
بیله دیگ بیله چغندر,2
بخور و نمیر,2
تقویم,1
پرده دیافراگم,2
پرده مننژ,2
رگ کرونر,2
حسابداری,2
عنبیه,2
نایژه,2
سه گام,2
پرش ارتفاع,2
خز شده,2
کیسه هوایی,2
مری,2
بزرگ سیاهرگ زیرین,2
دوربین,1
دو400متر,2
پرکاشن,3
نحس,1
شارلاتان,3
قراضه,2
استنفورد,2
ماساچوست,2
پرینستون,2
کرسی استادی,2
ریاکار,3
مرغ از قفس پرید,2
این نیز بگزرد,2
بی کاری تو رسمی کن,2
قصه ما مثل شد,2
به اسب شاه گفته یابو,2
پرزهای روده باریک,2
کلاژن,2
سلف سرویس,2
فدایی داری,3
سلف غذاخوری,2
مراقب,1
کنترل تلویزیون,2
بانداژ,2
جراح,2
درمانده,3
نخود فرنگی,2
شیر توت فرنگی,3
گوینده ی رادیو,2
نابغه,2
پاکوتاه,1
آنِمی,2
پُلی سایتِمی ,2
هرچی سنگه مالپای لَنگ,2
ارجمند,3
گرامی,2
آب از آب تکان نخوردن,2
آب زیر پوستش افتاده,2
آب پاکی رو دستش ریخت,2
اجاره نشین خوش نشینه,2
دارندگیست و برازندگی,2
سبوی نو آب خنک دارد,2
سبیلش راباید چرب کرد,2
کرم از خود سیب است,2
عطر,1
بر چشم شور لعنت,2
هر گلی یک بوی دارد,2
خواب برادر مرگه,2
ماه پشت ابر نمیماند,2
سلطان غم مادر,2
رفیق بی کلک مادر,2
هیچ جا خانه خود آدم نمیشه,2
ستیزه گر,3
آشوبگر,2
تویوتا راوفور,2
تویوتا سی اچ ار,3
کیا کادنزا,3
هرچه کاشتی برداشتی,2
زوبین,2
اسمارت واچ,2
کتابخوان,1
بخور نمیر,3
درایو نوری,3
دریچه ی میترال,2
پز عالی، جیب خالی,2
با یک گل بهار نمی شه,2
پسرخاله دسته دیزی,2
معلولیت جسمی,2
فلج اطفال,2
آدم گدا، این همه ادا,2
جواهر ساز,3
مدیر تولید,3
کاریکاتوریست,2
ترانه سرا,3
صداش صبح در میاد,2
طبل تو خالی است,2
قبا سفید قبا سفیده ,2
بی همه چیز,3
پلی استیشن,2
انتخاب واحد,2
حقوق دان,2
جغرافی دان,2
جامعه شناس,3
باستان شناس,2
اقتصاد دان,3
شیمی دان,2
زیست شناس,2
آمبولی,2
کزاز,2
لیپو ساکشن,2
فیلسوف,3
رجیم,2
دانشگاه افسری,2
تکنولوژی,2
هوآوی,2
راکت تنیس,2
لیپید,2
یبوست,2
بکرزایی,2
دوربین مدار بسته,2
آی سی یو,2
ساعد,1
کشکک زانو,2
بواسیر,2
منتظر,1
 میتوکندری,2
سیتو پلاسم,2
یوکاریوت,2
پروکاریوت,2
رولت,2
ناگت مرغ,3
اسنک,2
برونشیت,2
غده برونریز,2
دریچه تری کاسپید,2
دهلیز راست,2
دهلیز چپ,2
بطن راست,2
بطن چپ,2
چربی خون,2
اثنا عشر,2
آنزیم,2
آنزیم گوارشی,2
اسفنکتر کاردیا,2
اپی گلوت,2
غده درون ریز,2
فیلتر شکن,2
خر ماازبچگی دُم نداش,2
تروفوبلاست,2
دیدنی,2
شنیدنی,3
گرامافون,2
لامل,2
حلاج گرگ شدن,2
آفتابِ لب بوم,2
این نیز بگذرد,2
سربه هوا,2
میکس,2
تنظیم کننده,3
زدی خوردی,2
زیست,2
بیولوژی,2
آرتروز گردن,2
مفصل ران,2
خاک زیر پاتیم,2
معلم زبان انگلیسی,2
Bmw i8,2
کاوازاکی,2
بالا بالا ها جامون ن,2
آموزگار,2
دوست,1
آش نخورده  دهن سوخته,2
بهیار,3
یرقان,2
اوریون,2
انسولین,2
آرامبخش,2
کمردرد,2
آرتروز,2
پانسمان,2
تنفس مصنوعی,2
تورم,2
پروتز,2
ترقوه,2
شلوارش دو تا شده,2
جلو قاضی ملق بازی,2
کمد جایزه ها,3
برانکارت,2
لاکچری,2
نعشه کردن,3
کلاس فناوری,3
کارکشته,3
تنگ دست,2
استعمارگر,3
مرگ حقه,2
آب اَز آسیاب اُفتاده,2
چِندِش,1
پیام نور,2
سرش به تنش می ارزه,2
قالتاق,3
دودره باز,3
رفته غازبچرونه,2
کامپوزیت,2
بالون,2
آنژیو,2
مبدل برق 3 به 2,3
چمن,1
کمک فنر,2
واشر سرسیلندر,2
واسکازین,2
میل بادامک,3
عصا,1
دلنشین,3
زیر آبش را زدند,2
شیلنگ,1
سم,1
عینک,1
حوله,1
خوراکی,2
نگهبان باغ وحش,2
نرود میخ آهنین درسنگ,2
یکی میبره یکی میدوزه,2
هرچی پول بدی آش میدن,2
پیشنیاز,2
معادلات دیفرانسیل,2
علم و صنعت,2
سس گوجه فرنگی,2
سس فرانسوی,2
آب انگور,2
آب اناناس,2
صفا باشه,3
کنه,1
محجوب,2
مدیر گروه,2
تغییر رشته,2
پایان نامه,2
پارالمپیک,2
تعالی,2
رحم,2
شقیقه,2
چیز خور,3
آیفون,2
سبد نان,2
پوره سیب زمینی,3
هیجان انگیز,2
دستش کجه,2
یه جاش میلنگه,2
خواستن توانستن است,2
پاش گیره,2
دلتو بزن به دریا,2
بسکتبال با ویلچر,2
باقالی پلو با ماهیچه,3
سیناپس,2
ویدیو گیم,3
وزین,3
پا از گلیم دراز تر ,2
کارنیکو کردن ازپرکردن است ,2
سنگ رو سنگ بند نمیشه,3
بچرخ تا بچرخیم,2
سنگ بزرگ علامت نزدن,2
مربی مهدکودک,2
متخصص تغذیه,3
فیزیوتراپیست,2
تکنسین اتاق عمل,3
متخصص فوریت ها پزشکی,3
زعفران,1
از تعجب شاخ درآوردن,2
کارآموزی,2
معلم کودکان خاص,3
هواشناس,1
مشک بوی,3
گلرنگ,1
پهلوانی,2
زمینی,2
نیشابوری,2
سفالین,3
گندمین,3
بلورین,3
پاشو کرده تو یه کفش,2
زرینه,3
سیمینه,2
پشمینه,3
آلوده نظر,3
خواب آلوده,2
دست پخت,1
خاک آلود,3
دست پرور,3
سرافرازان,3
نام داران,3
کام جوی,3
کم گوی,3
بسیار دان,2
کلاهت را قاضی کن,2
کهنسال ,1
پهناور,3
آنتی بیوتیک,2
هوگو,2
روپایی,2
مچ بند پا,2
هار,1
تو هول و ولا ماندن,2
مثل خر توی گل ماندن,2
رازدار,1
برف رسیده تا کمر,2
دمق,3
کسل,3
خودم جا خرم جا!,2
هلو برو تو گلو,2
کاچی بهز هیچی,2
دست بالا دست زیاد اس,2
تا پول داری رفیقتم,2
هک کردن,1
مگاپیکسل,2
فول اچ دی,2
نوستالژی,3
شتر در خواب,2
تبگیر,2
تب گیر,2
دندان شکن,2
دست بالای دست بسیار ,2
پرز روده,3
ماهیچه صاف,2
مشیمیه,2
عصب,2
انگل,2
حمله قلبی,2
ضربان قلب,2
شفیق,3
متکا,1
لاک,1
چادر,1
مانتو,1
دامن,1
عینک آفتابی,1
دسکتاپ,3
هارد اینترنال,3
سیبل,2
محافظ,2
کمک مربی,2
کمک داور ,1
مدیر برنامه,3
همسترینگ,2
سالتو,2
یه خم دو خم,3
نفاباتفت,2
بلغور,3
سجاد استکی,3
آش کشک خالته,2
گواتر,2
آدرنالین,2
کارگر معدن,2
RFID,3
دوغ و دوشاب یکی است,2
تو حوضی که ماهی نیست,2
روفَرشی,2
سطل آشغال,1
از عرش به فرش آمدن,2
عرعر خر را قبول داری,2
آب از آب نمی افتد,2
هر آتشی که داری بسوز,2
نقل مجلس است,2
نفس کشیدن از یادش رف,2
مغز خر خورده,2
مارگیر را آخرش مار م,2
لایق هر سر نباشد افس,2
لب بود که دندان آمد,2
لگد به گور حاتم زده,2
کوزه خالی زود از بام,2
کینه شکم چهل ساله اس,2
افتاب از کجا در اومد,2
فریزبی,2
بستنی ساز,2
شاتوت,2
 پیازداغ,2
نازک نارنجی,2
مهمان نواز,3
مجسمه سنگی,3
مراحم,1
تافتون,1
یه دنده,2
ولخرج,1
پر نشاط,3
میوه خشک کن,3
کله خراب,2
فکول کرباتی,3
شنگول,1
خار,1
هرچه پیش آید خوش آید,2
دریا دل بودن,3
سر در گریبان بودن,3
دلنواز,3
تقلب,1
سر افکنده,3
سر بلند,2
خوش قدم,3
خوش سخن,3
استاد دانشگاه,1
لباس,1
شال,1
خون اون رنگی تره,2
بازی خانوادگی ,2
تیغ جراحی,2
بغل دستی,2
یا امامزاده بیژن,3
آزمون جامع ,3
اردو درسی,2
سی دی پلیر,3
دی وی دی پلیر,2
فن,2
گرافیک,2
گربه شب سموره,2
مچ اندازی,2
قرص دایمیتیکن,2
باشهامت,3
سرافراز,2
دورافتاده,2
مقتدر,3
تور تنیس,2
دیوار دفاعی,2
Mri,2
دستگاه گوارش,2
طهال,2
سیتوکینز,2
ساق بند,1
پودمانی,2
ناراضی,3
بی احساس,3
نادر,2
ناجی,2
بی غم,2
بی درد,2
بی رگ,2
آب سیاه,2
زگیل,2
حاد,2
مزمن,2
فوق حاد,2
عصبی,2
بادمجان شکم پر,3
خورشت بادمجان,2
خورشت فسنجان,2
خورشت کدو,2
انگشتر سازی,2
شوت,1
راننده تراکتور,2
من حیث المجموع,3
کلاس کاردستی,3
Ram reader,2
قرص خواب اور,2
پیر بشی,2
بادمجان,1
کرکره برقی,2
الک دولک,2
مگه جنگه ,3
آبریزش بینی,2
دل درد,2
گلو درد,2
گرفتگی عضله,2
طاعون,2
سر درد,2
اسپاسم,2
قرص سرماخوردگی,2
ویتامین ث,2
تیمارستان,2
حالت تهوع,2
قضیه حمار,3
بد قواره,3
کمیل قاسمی,3
آرش میر اسماعیلی,3
مزاحم,2
چپش پره,2
رو آب بخندی,2
متعهد,3
بذله گو,3
دنیا دو روزه,2
دوری و دوستی,2
مرده شور,1
بی شرف,2
نه به باره نه به دار,3
 گرمکن حوله,3
زحمتکش,2
همدل,2
یکدل,2
دل مرده,1
گشنه,1
شرمگین,3
شرمنده,2
جان سوز,3
سیراب,2
کهن,2
آهسته,1
اسکوتر,2
پاسور,1
فوتبالیست,2
تکنسین پالایشگاه,3
گلوکز,2
ید,2
زبرو زرنگ,3
پرش با اسب,2
تفنگ حسن موسی هم نزد,2
هرکه در افتادورافتاد,2
باران آمدترکهابهم رف,2
باکدخدابسازده رابچاب,2
لاکتوز,2
سلولز,2
سدیم,2
کیسه هوا,2
بتن,2
لوزی,2
مثلث قائم الزاویه,2
اِسلَم دانک,2
کوارتر,2
سیاه رگ زبرین,2
غشا پلاسمایی,2
شبکه آندوپلاسمی,2
پروتئین,2
شخ,2
رالی,2
امانت دار,1
متین,2
متانت,3
زنان و زایمان,2
پوست و مو,2
پزشک پوست و مو,2
جراح مغزواعصاب,2
جراح پلاستیک,2
پزشک مغز و اعصاب,2
نوکرتم,1
دقیقه نود...,2
اگر در بند در مانند ,2
فرهیخته ,3
پرکاری تیروئید,2
سیتی اسکن,2
پرتلاش,2
سالار,2
گلوش پیشش گیر کرده,2
سرش به تنش زیادیه,2
یک جو از عقلت کم کن ,2
یه ستاره تو آسمون نداره,2
یک دل نه صد دل عاشق ,2
یک ده آباد بهتر از صد شهر ویران,2
یکی به نعل میزنه یکی,2
یا زنگی زنگ یا رومی ,2
